1758358603: mosquitto version 2.0.22 starting
1758358603: Config loaded from /mosquitto/config/mosquitto.conf.
1758358603: Opening ipv4 listen socket on port 1883.
1758358603: Opening ipv6 listen socket on port 1883.
1758358603: mosquitto version 2.0.22 running
1758358606: New connection from 172.18.0.5:50145 on port 1883.
1758358606: New client connected from 172.18.0.5:50145 as auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (p2, c1, k60).
1758358606: No will message specified.
1758358606: Sending CONNACK to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (0, 0)
1758358606: Received SUBSCRIBE from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358606: 	Temp (QoS 0)
1758358606: auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 0 Temp
1758359327: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359329: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359329: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359331: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359331: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359333: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359333: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359333: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359333: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359335: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359335: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359337: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359337: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359339: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359339: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359341: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359341: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359343: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359343: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359345: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359345: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359347: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359347: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359349: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359349: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359351: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359351: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359353: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359353: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359355: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359355: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359357: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359357: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359359: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359359: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359361: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359361: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359363: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359363: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359365: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359365: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359367: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359367: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359369: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359369: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359371: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359371: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359373: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359373: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359375: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359375: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359377: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359377: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359379: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359379: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359381: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359381: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359383: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359383: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359385: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359385: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359387: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359387: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359389: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359389: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359391: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359391: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359393: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359393: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359393: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359393: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359395: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359395: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359397: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359397: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359399: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359399: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359401: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359401: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359403: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359403: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359405: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359405: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359407: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359407: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359409: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359409: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359411: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359411: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359413: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359413: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359415: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359415: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359417: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359417: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359419: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359419: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359421: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359421: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359423: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359423: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359425: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359425: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359427: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359427: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359429: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359429: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359431: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359431: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359433: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359433: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359435: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359435: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359437: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359437: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359439: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359439: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359441: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359441: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359443: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359443: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359445: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359445: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359447: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359447: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359449: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359449: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359451: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359451: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359453: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359453: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359454: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359454: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758359455: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359455: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359457: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359457: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359459: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359459: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359461: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359461: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359463: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359463: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359465: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359465: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359467: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359467: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359469: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359469: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359471: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359471: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758359472: Client auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 closed its connection.
1758359472: mosquitto version 2.0.22 terminating
1758359472: Saving in-memory database to /mosquitto/data//mosquitto.db.
1771112366: mosquitto version 2.0.22 starting
1771112366: Config loaded from /mosquitto/config/mosquitto.conf.
1771112366: Opening ipv4 listen socket on port 1883.
1771112366: Opening ipv6 listen socket on port 1883.
1771112366: mosquitto version 2.0.22 running
1771112586: mosquitto version 2.0.22 terminating
1771112586: Saving in-memory database to /mosquitto/data//mosquitto.db.
1771112608: mosquitto version 2.0.22 starting
1771112608: Config loaded from /mosquitto/config/mosquitto.conf.
1771112608: Opening ipv4 listen socket on port 1883.
1771112608: Opening ipv6 listen socket on port 1883.
1771112608: mosquitto version 2.0.22 running
1771112630: New connection from 172.18.0.5:34239 on port 1883.
1771112630: New client connected from 172.18.0.5:34239 as auto-FB1ACD5C-4FE2-F903-0084-E27363C47E25 (p2, c1, k60).
1771112630: No will message specified.
1771112630: Sending CONNACK to auto-FB1ACD5C-4FE2-F903-0084-E27363C47E25 (0, 0)
1771112635: Client auto-FB1ACD5C-4FE2-F903-0084-E27363C47E25 closed its connection.
1771112654: New connection from 172.18.0.5:54919 on port 1883.
1771112654: New client connected from 172.18.0.5:54919 as auto-BE42B4A5-F54E-525E-E18E-E6BB44B8EB80 (p2, c1, k60).
1771112654: No will message specified.
1771112654: Sending CONNACK to auto-BE42B4A5-F54E-525E-E18E-E6BB44B8EB80 (0, 0)
1771112654: Client auto-BE42B4A5-F54E-525E-E18E-E6BB44B8EB80 closed its connection.
1771112672: New connection from 172.18.0.5:35811 on port 1883.
1771112672: New client connected from 172.18.0.5:35811 as auto-E40CF340-D0DE-A155-247A-9FA095D8B424 (p2, c1, k60).
1771112672: No will message specified.
1771112672: Sending CONNACK to auto-E40CF340-D0DE-A155-247A-9FA095D8B424 (0, 0)
1771112673: Client auto-E40CF340-D0DE-A155-247A-9FA095D8B424 closed its connection.
1771112781: mosquitto version 2.0.22 starting
1771112781: Config loaded from /mosquitto/config/mosquitto.conf.
1771112781: Opening ipv4 listen socket on port 1883.
1771112781: Opening ipv6 listen socket on port 1883.
1771112781: mosquitto version 2.0.22 running
1771112800: New connection from 172.18.0.5:46681 on port 1883.
1771112800: New client connected from 172.18.0.5:46681 as auto-D1405E63-3D4F-653B-F42C-D73B9230B250 (p2, c1, k60).
1771112800: No will message specified.
1771112800: Sending CONNACK to auto-D1405E63-3D4F-653B-F42C-D73B9230B250 (0, 0)
1771112805: Received PUBLISH from auto-D1405E63-3D4F-653B-F42C-D73B9230B250 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1771112860: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771112860: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771112920: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771112920: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771112980: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771112980: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113040: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113040: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113100: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113100: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113161: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113161: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113221: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113221: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113281: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113281: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113341: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113341: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113401: Received PINGREQ from auto-D1405E63-3D4F-653B-F42C-D73B9230B250
1771113401: Sending PINGRESP to auto-D1405E63-3D4F-653B-F42C-D73B9230B250
